1,1,Lisa's Hotel,N,Y,N
2,2,Johnna's Hotel,N,N,N
3,3,Phillip's Hotel,Y,N,N
4,4,Polly's Hotel,Y,N,Y
5,5,Ashley's Hotel,N,Y,N
6,6,Adriana's Hotel,N,N,Y
7,7,Virginia's Hotel,Y,Y,Y
8,8,Sarah's Hotel,Y,Y,Y
9,9,Dennis's Hotel,Y,N,N
10,10,Ofelia's Hotel,Y,Y,N
11,11,Harley's Hotel,Y,N,N
12,12,Gladys's Hotel,N,N,Y
13,13,Tatiana's Hotel,Y,Y,Y
14,14,Mike's Hotel,N,N,N
15,15,Joyce's Hotel,N,N,N
16,16,Concepcion's Hotel,N,Y,Y
17,17,David's Hotel,Y,N,N
18,18,Peter's Hotel,Y,Y,Y
19,19,Gerald's Hotel,Y,N,Y
20,20,William's Hotel,Y,Y,N
21,21,Carl's Hotel,Y,N,Y
22,22,Patricia's Hotel,N,N,Y
23,23,Susan's Hotel,N,N,N
24,24,Richard's Hotel,N,N,Y
25,25,Timothy's Hotel,Y,Y,Y
26,26,Mildred's Hotel,N,N,Y
27,27,Ruby's Hotel,Y,Y,Y
28,28,Joella's Hotel,N,Y,Y
29,29,Blythe's Hotel,Y,N,Y
30,30,Edward's Hotel,N,Y,N
31,31,Don's Hotel,N,N,N
32,32,Warren's Hotel,N,Y,N
33,33,William's Hotel,Y,Y,Y
34,34,Scott's Hotel,Y,Y,N
35,35,Jack's Hotel,N,Y,Y
36,36,Stephanie's Hotel,N,Y,N
37,37,Jacquelyn's Hotel,Y,N,Y
38,38,Michael's Hotel,Y,N,N
39,39,Catherine's Hotel,Y,N,N
40,40,William's Hotel,N,N,Y
41,41,Amanda's Hotel,Y,N,N
42,42,Ivan's Hotel,Y,N,N
43,43,Phyllis's Hotel,N,N,Y
44,44,Lorrie's Hotel,Y,N,N
45,45,Alberto's Hotel,N,N,N
46,46,Edgar's Hotel,Y,Y,N
47,47,William's Hotel,Y,Y,Y
48,48,Tracy's Hotel,Y,N,Y
49,49,Richard's Hotel,N,Y,Y
50,50,Terrence's Hotel,N,N,N
51,51,Ashlyn's Hotel,N,Y,N
52,52,Willie's Hotel,Y,N,N
53,53,Timothy's Hotel,N,Y,N
54,54,Lamar's Hotel,Y,N,N
55,55,Roberta's Hotel,Y,N,N
56,56,Colleen's Hotel,Y,N,Y
57,57,Mary's Hotel,Y,N,N
58,58,Edith's Hotel,Y,Y,Y
59,59,Yvonne's Hotel,Y,N,Y
60,60,Kerry's Hotel,Y,Y,Y
61,61,Loreta's Hotel,Y,Y,Y
62,62,Doris's Hotel,N,Y,N
63,63,Doris's Hotel,N,N,Y
64,64,Micheal's Hotel,Y,Y,N
65,65,Marlon's Hotel,N,N,N
66,66,Gene's Hotel,N,Y,N
67,67,Edward's Hotel,Y,Y,Y
68,68,Mary's Hotel,Y,Y,Y
69,69,Jean's Hotel,Y,Y,N
70,70,Theresa's Hotel,N,N,N
71,71,Rachel's Hotel,Y,Y,N
72,72,William's Hotel,Y,Y,N
73,73,James's Hotel,Y,N,Y
74,74,Spencer's Hotel,Y,N,Y
75,75,Carla's Hotel,Y,N,Y
76,76,Grace's Hotel,N,Y,Y
77,77,Grace's Hotel,N,N,N
78,78,Alex's Hotel,N,Y,Y
79,79,Kristina's Hotel,Y,Y,Y
80,80,Roger's Hotel,N,N,N
81,81,Michael's Hotel,N,Y,N
82,82,Bettye's Hotel,Y,N,N
83,83,John's Hotel,N,N,Y
84,84,Patrice's Hotel,Y,N,N
85,85,Charles's Hotel,Y,N,N
86,86,Katharyn's Hotel,N,Y,Y
87,87,Elmer's Hotel,N,N,Y
88,88,Karl's Hotel,Y,Y,N
89,89,Vanessa's Hotel,Y,N,N
90,90,Betty's Hotel,Y,N,Y
91,91,Rena's Hotel,Y,N,N
92,92,Ronald's Hotel,N,Y,N
93,93,Felicia's Hotel,Y,N,N
94,94,Joseph's Hotel,Y,Y,Y
95,95,Nelson's Hotel,N,N,Y
96,96,Grace's Hotel,Y,N,N
97,97,Boyd's Hotel,N,N,Y
98,98,Marie's Hotel,N,Y,Y
99,99,Benjamin's Hotel,Y,Y,N
100,100,Jeanette's Hotel,N,N,N
101,101,Sylvia's Hotel,Y,N,N
102,102,Dan's Hotel,N,N,N
103,103,Bonnie's Hotel,N,Y,N
104,104,Mamie's Hotel,Y,Y,Y
105,105,Lynn's Hotel,N,N,Y
106,106,John's Hotel,N,N,Y
107,107,Kate's Hotel,Y,Y,N
108,108,Edward's Hotel,N,N,Y
109,109,Matthew's Hotel,N,Y,Y
110,110,Jessie's Hotel,Y,Y,Y
111,111,Ada's Hotel,N,Y,N
112,112,Tami's Hotel,N,N,Y
113,113,Tracy's Hotel,Y,N,N
114,114,Brittny's Hotel,Y,Y,Y
115,115,Alfreda's Hotel,Y,N,Y
116,116,Kimberly's Hotel,N,Y,Y
117,117,Sheila's Hotel,Y,Y,N
118,118,Daniel's Hotel,N,Y,Y
119,119,Deborah's Hotel,N,N,N
120,120,Sharon's Hotel,N,Y,Y
121,121,Glenda's Hotel,Y,Y,Y
122,122,Andre's Hotel,N,N,Y
123,123,Marketta's Hotel,N,N,Y
124,124,Wilfredo's Hotel,Y,N,Y
125,125,Richard's Hotel,N,Y,Y
126,126,William's Hotel,Y,Y,Y
127,127,Darrell's Hotel,Y,Y,Y
128,128,Beatrice's Hotel,N,N,N
129,129,Eric's Hotel,Y,Y,N
130,130,Kathryn's Hotel,Y,N,Y
131,131,Freida's Hotel,N,Y,Y
132,132,Lynne's Hotel,N,N,N
133,133,Michael's Hotel,Y,Y,N
134,134,Kenneth's Hotel,N,N,N
135,135,Betty's Hotel,N,Y,Y
136,136,Maria's Hotel,N,N,Y
137,137,Martin's Hotel,Y,N,N
138,138,Darlene's Hotel,N,N,Y
139,139,Cynthia's Hotel,Y,N,Y
140,140,Alexander's Hotel,N,Y,Y
141,141,Stephen's Hotel,Y,Y,N
142,142,Kyle's Hotel,Y,Y,N
143,143,Mary's Hotel,N,Y,N
144,144,Jennifer's Hotel,Y,Y,N
145,145,Margaret's Hotel,Y,N,N
146,146,Connie's Hotel,Y,N,Y
147,147,Darlene's Hotel,N,Y,N
148,148,Morris's Hotel,N,Y,N
149,149,Candy's Hotel,N,N,N
150,150,Myrtle's Hotel,Y,N,N
151,151,Audrey's Hotel,Y,N,N
152,152,Michael's Hotel,N,Y,N
153,153,Benito's Hotel,N,N,Y
154,154,Venessa's Hotel,N,N,N
155,155,Darlene's Hotel,N,N,N
156,156,Oleta's Hotel,N,N,N
157,157,Curtis's Hotel,N,N,N
158,158,Aubrey's Hotel,N,Y,Y
159,159,Maria's Hotel,Y,N,Y
160,160,Alma's Hotel,Y,N,Y
161,161,Bob's Hotel,Y,Y,Y
162,162,Christopher's Hotel,N,Y,N
163,163,Christopher's Hotel,N,N,N
164,164,Charles's Hotel,Y,Y,Y
165,165,Carol's Hotel,Y,N,Y
166,166,John's Hotel,Y,Y,Y
167,167,Frances's Hotel,N,N,N
168,168,Luciano's Hotel,N,Y,N
169,169,Peter's Hotel,Y,N,Y
170,170,Clifford's Hotel,Y,Y,N
171,171,William's Hotel,Y,Y,Y
172,172,Betty's Hotel,Y,Y,N
173,173,Tommy's Hotel,Y,Y,Y
174,174,Dotty's Hotel,Y,Y,Y
175,175,Lorri's Hotel,Y,N,Y
176,176,John's Hotel,Y,Y,N
177,177,Meggan's Hotel,N,N,N
178,178,Marilyn's Hotel,Y,Y,Y
179,179,Michael's Hotel,Y,N,N
180,180,Byron's Hotel,Y,Y,Y
181,181,Rodney's Hotel,N,Y,N
182,182,Sheryl's Hotel,Y,N,N
183,183,Damian's Hotel,Y,Y,N
184,184,Pamela's Hotel,N,Y,Y
185,185,Marcus's Hotel,N,Y,Y
186,186,Daniel's Hotel,N,Y,N
187,187,Beth's Hotel,Y,Y,Y
188,188,Billy's Hotel,Y,Y,N
189,189,Candy's Hotel,N,Y,N
190,190,Karen's Hotel,Y,Y,Y
191,191,Brian's Hotel,N,Y,N
192,192,Alice's Hotel,N,Y,N
193,193,Max's Hotel,N,N,Y
194,194,Ollie's Hotel,Y,N,N
195,195,Rosalie's Hotel,N,N,N
196,196,Karen's Hotel,N,N,Y
197,197,Roy's Hotel,N,N,Y
198,198,Peter's Hotel,Y,N,N
199,199,Joan's Hotel,N,Y,N
200,200,Flo's Hotel,Y,Y,N
201,201,Janet's Hotel,Y,Y,N
202,202,Mark's Hotel,Y,Y,N
203,203,Connie's Hotel,N,Y,N
204,204,Lillian's Hotel,Y,N,Y
205,205,Michael's Hotel,N,N,N
206,206,John's Hotel,N,N,N
207,207,Christopher's Hotel,Y,Y,Y
208,208,Mikel's Hotel,N,N,N
209,209,Sarah's Hotel,Y,Y,N
210,210,Harry's Hotel,N,Y,Y
211,211,Lucy's Hotel,Y,Y,N
212,212,Sheldon's Hotel,N,N,N
213,213,Alex's Hotel,N,Y,Y
214,214,Manuel's Hotel,Y,Y,N
215,215,Lillie's Hotel,N,N,Y
216,216,Judith's Hotel,Y,Y,Y
217,217,Luana's Hotel,Y,Y,N
218,218,William's Hotel,N,Y,Y
219,219,Mimi's Hotel,Y,Y,Y
220,220,Jennifer's Hotel,N,Y,Y
221,221,Elisabeth's Hotel,Y,Y,Y
222,222,John's Hotel,N,N,N
223,223,Mary's Hotel,Y,Y,N
224,224,Wendy's Hotel,Y,Y,N
225,225,Steve's Hotel,Y,Y,Y
226,226,Bruno's Hotel,N,N,N
227,227,William's Hotel,N,N,Y
228,228,Mary's Hotel,Y,Y,Y
229,229,George's Hotel,Y,N,Y
230,230,Juanita's Hotel,Y,N,Y
231,231,Ed's Hotel,N,Y,Y
232,232,Charles's Hotel,N,N,Y
233,233,Dallas's Hotel,Y,Y,Y
234,234,William's Hotel,N,N,N
235,235,Joan's Hotel,Y,N,Y
236,236,Kenneth's Hotel,Y,N,Y
237,237,Irene's Hotel,N,Y,N
238,238,Myrtle's Hotel,Y,Y,N
239,239,Martha's Hotel,N,Y,Y
240,240,Betty's Hotel,Y,Y,Y
241,241,Robert's Hotel,Y,Y,N
242,242,Richard's Hotel,Y,N,N
243,243,April's Hotel,Y,N,N
244,244,Raymond's Hotel,N,Y,N
245,245,Michael's Hotel,Y,Y,N
246,246,Linda's Hotel,Y,Y,Y
247,247,Dale's Hotel,Y,Y,Y
248,248,William's Hotel,N,Y,N
249,249,Lisa's Hotel,N,Y,Y
250,250,Manda's Hotel,N,N,Y
251,251,Patricia's Hotel,N,Y,N
252,252,Daniel's Hotel,N,N,Y
253,253,Billy's Hotel,N,N,N
254,254,Mildred's Hotel,Y,N,N
255,255,Jon's Hotel,N,N,Y
256,256,Jason's Hotel,Y,N,Y
257,257,Amanda's Hotel,N,N,N
258,258,Deborah's Hotel,N,N,N
259,259,Linda's Hotel,Y,N,N
260,260,Christine's Hotel,N,Y,N
261,261,Mary's Hotel,N,N,Y
262,262,Terry's Hotel,Y,N,N
263,263,Richard's Hotel,N,N,Y
264,264,Ashlie's Hotel,N,Y,Y
265,265,Roger's Hotel,Y,N,N
266,266,Brian's Hotel,Y,Y,Y
267,267,Margaret's Hotel,N,N,Y
268,268,Larry's Hotel,Y,N,N
269,269,Andrew's Hotel,Y,N,N
270,270,Theresa's Hotel,Y,N,N
271,271,Jerry's Hotel,N,N,N
272,272,Doris's Hotel,Y,Y,Y
273,273,Charlene's Hotel,N,Y,Y
274,274,Rosemary's Hotel,Y,Y,Y
275,275,Bennett's Hotel,N,N,N
276,276,Monique's Hotel,N,N,Y
277,277,Steven's Hotel,N,Y,Y
278,278,Robin's Hotel,N,Y,Y
279,279,Victoria's Hotel,Y,N,Y
280,280,Wesley's Hotel,N,Y,N
281,281,Nichole's Hotel,Y,Y,N
282,282,Casey's Hotel,Y,N,N
283,283,Dennis's Hotel,Y,Y,N
284,284,Carlos's Hotel,Y,Y,Y
285,285,Viola's Hotel,Y,N,Y
286,286,Cynthia's Hotel,Y,Y,Y
287,287,Nellie's Hotel,N,Y,N
288,288,Rita's Hotel,Y,Y,N
289,289,Thomas's Hotel,N,N,Y
290,290,Barbara's Hotel,Y,Y,N
291,291,Serena's Hotel,Y,N,N
292,292,Carol's Hotel,N,N,Y
293,293,Charles's Hotel,Y,Y,N
294,294,Jessica's Hotel,Y,N,Y
295,295,James's Hotel,N,N,N
296,296,Robert's Hotel,N,N,Y
297,297,Sean's Hotel,Y,Y,N
298,298,Diane's Hotel,Y,Y,Y
299,299,Anna's Hotel,Y,Y,Y
300,300,Marcelina's Hotel,N,Y,N
301,301,Annabelle's Hotel,Y,Y,N
302,302,Marilyn's Hotel,N,Y,N
303,303,Shawn's Hotel,N,N,Y
304,304,Patricia's Hotel,Y,Y,Y
305,305,Darren's Hotel,N,Y,Y
306,306,Lois's Hotel,Y,N,Y
307,307,Holly's Hotel,N,Y,Y
308,308,Kevin's Hotel,N,N,N
309,309,Clark's Hotel,N,Y,Y
310,310,Peter's Hotel,N,N,Y
311,311,Kenneth's Hotel,Y,N,Y
312,312,Peggy's Hotel,Y,N,Y
313,313,Alicia's Hotel,Y,Y,N
314,314,Robert's Hotel,N,Y,N
315,315,Howard's Hotel,Y,N,N
316,316,Frances's Hotel,N,Y,N
317,317,Erin's Hotel,Y,N,N
318,318,Jason's Hotel,N,Y,Y
319,319,Dennis's Hotel,Y,N,Y
320,320,Arthur's Hotel,Y,Y,Y
321,321,John's Hotel,N,Y,N
322,322,Marcia's Hotel,Y,Y,N
323,323,Oma's Hotel,Y,Y,Y
324,324,Michael's Hotel,Y,Y,Y
325,325,Teresa's Hotel,Y,Y,N
326,326,Lisa's Hotel,Y,Y,N
327,327,Gene's Hotel,Y,Y,Y
328,328,Debra's Hotel,Y,Y,Y
329,329,Mike's Hotel,N,Y,N
330,330,Teresa's Hotel,N,N,Y
331,331,Barbara's Hotel,Y,Y,N
332,332,Jeff's Hotel,Y,Y,Y
333,333,Michelle's Hotel,Y,Y,N
334,334,Kyle's Hotel,N,Y,N
335,335,Kathy's Hotel,N,N,Y
336,336,Myrtle's Hotel,Y,Y,Y
337,337,Rebeca's Hotel,N,Y,N
338,338,Frank's Hotel,N,Y,Y
339,339,Delbert's Hotel,N,Y,Y
340,340,Katie's Hotel,N,N,Y
341,341,Genny's Hotel,N,N,N
342,342,Charles's Hotel,Y,N,Y
343,343,Kathleen's Hotel,N,N,Y
344,344,Joshua's Hotel,N,N,Y
345,345,Christopher's Hotel,N,Y,Y
346,346,Lillian's Hotel,Y,Y,N
347,347,Richard's Hotel,N,N,N
348,348,Joseph's Hotel,Y,Y,Y
349,349,Nathalie's Hotel,N,Y,Y
350,350,Scott's Hotel,N,N,Y
351,351,Betty's Hotel,N,Y,N
352,352,Daniel's Hotel,Y,Y,N
353,353,Daniel's Hotel,Y,N,Y
354,354,Rosina's Hotel,Y,N,Y
355,355,Betty's Hotel,Y,Y,N
356,356,Jenny's Hotel,N,N,N
357,357,Shelley's Hotel,N,Y,N
358,358,Lillian's Hotel,Y,Y,Y
359,359,Jefferson's Hotel,N,Y,Y
360,360,James's Hotel,N,Y,Y
361,361,Phyllis's Hotel,Y,N,Y
362,362,Chris's Hotel,N,N,N
363,363,Ione's Hotel,Y,N,N
364,364,Perla's Hotel,Y,Y,Y
365,365,Roy's Hotel,N,Y,Y
366,366,Paul's Hotel,Y,N,N
367,367,Dorothy's Hotel,Y,Y,N
368,368,Richard's Hotel,N,N,N
369,369,Donald's Hotel,Y,N,Y
370,370,Mike's Hotel,N,Y,Y
371,371,Richard's Hotel,N,N,Y
372,372,Leticia's Hotel,Y,N,N
373,373,Dora's Hotel,Y,N,Y
374,374,Elizabeth's Hotel,N,Y,N
375,375,Della's Hotel,N,Y,Y
376,376,Diane's Hotel,N,Y,Y
377,377,Paul's Hotel,Y,N,Y
378,378,Kimberly's Hotel,N,Y,Y
379,379,Sherry's Hotel,Y,Y,N
380,380,Eleanor's Hotel,Y,N,Y
381,381,Catherine's Hotel,N,Y,N
382,382,Rudy's Hotel,Y,N,Y
383,383,Chung's Hotel,N,Y,Y
384,384,Ellen's Hotel,N,N,Y
385,385,Christoper's Hotel,N,Y,N
386,386,Mary's Hotel,Y,N,Y
387,387,Kelvin's Hotel,N,Y,Y
388,388,Laura's Hotel,Y,N,Y
389,389,Carol's Hotel,N,Y,N
390,390,Ruth's Hotel,N,N,Y
391,391,Robert's Hotel,Y,N,N
392,392,Richard's Hotel,N,Y,Y
393,393,Matthew's Hotel,N,Y,N
394,394,Leslie's Hotel,Y,Y,Y
395,395,Daniel's Hotel,N,Y,Y
396,396,Eric's Hotel,N,Y,Y
397,397,Brian's Hotel,Y,N,N
398,398,Tina's Hotel,Y,N,Y
399,399,Jonathan's Hotel,N,Y,Y
400,400,Jaclyn's Hotel,Y,Y,N
401,401,George's Hotel,Y,Y,N
