1,2,compartido,compartido,34,44652
2,2,compartido,individual,79,9616
3,3,compartido,individual,1,20129
4,0,privado,compartido,80,44147
5,2,compartido,compartido,2,13110
6,3,compartido,compartido,91,30455
7,2,compartido,compartido,73,27728
8,3,privado,individual,63,43937
9,3,privado,compartido,23,36031
10,2,compartido,compartido,67,7993
11,2,privado,compartido,5,23948
12,2,privado,individual,95,2940
13,0,privado,compartido,3,47483
14,2,compartido,individual,29,11951
15,0,privado,compartido,8,21037
16,1,privado,compartido,21,32655
17,3,compartido,compartido,90,4961
18,3,privado,compartido,58,23255
19,2,compartido,individual,34,21235
20,0,compartido,individual,44,21898
21,2,compartido,individual,45,31954
22,3,compartido,compartido,72,37613
23,1,privado,individual,3,43313
24,1,compartido,compartido,20,40100
25,1,privado,compartido,19,39523
26,0,compartido,compartido,73,25268
27,2,compartido,compartido,44,16828
28,3,compartido,compartido,96,5012
29,2,compartido,compartido,76,36555
30,1,privado,individual,95,40090
31,2,compartido,compartido,19,37090
32,1,compartido,individual,51,34760
33,0,compartido,individual,5,40820
34,3,compartido,individual,76,3658
35,3,compartido,compartido,78,28480
36,1,compartido,compartido,18,47166
37,2,compartido,compartido,100,22150
38,3,privado,compartido,6,36962
39,1,compartido,compartido,97,24360
40,2,compartido,compartido,61,31328
41,0,compartido,compartido,49,16649
42,2,compartido,individual,67,29688
43,0,compartido,individual,29,37915
44,3,privado,compartido,89,41263
45,2,privado,compartido,69,46937
46,3,compartido,individual,9,21317
47,1,compartido,compartido,94,19571
48,3,compartido,individual,43,37477
49,3,privado,individual,99,21960
50,2,compartido,compartido,49,9560
51,3,privado,compartido,47,4007
52,2,privado,compartido,77,39930
53,1,compartido,individual,43,23203
54,0,privado,compartido,77,10043
55,1,compartido,compartido,24,4388
56,2,privado,individual,20,44741
57,2,compartido,individual,85,22674
58,0,compartido,individual,68,3138
59,2,privado,compartido,17,33170
60,3,privado,individual,37,41859
61,2,compartido,compartido,17,23973
62,0,privado,individual,94,6544
63,2,privado,individual,6,5444
64,1,compartido,individual,86,4360
65,3,compartido,individual,85,22014
66,3,compartido,compartido,79,11444
67,1,compartido,individual,55,12012
68,1,privado,individual,6,14390
69,1,compartido,compartido,18,10434
70,1,privado,individual,67,24941
71,3,privado,compartido,6,39622
72,3,privado,compartido,14,33488
73,2,privado,individual,87,46083
74,0,privado,individual,74,7216
75,3,compartido,compartido,29,23529
76,3,privado,individual,15,35675
77,2,privado,individual,49,42969
78,3,privado,compartido,5,47754
79,3,privado,compartido,53,32436
80,2,privado,individual,51,16397
81,0,privado,individual,25,12904
82,0,compartido,compartido,64,37861
83,0,privado,compartido,95,26274
84,2,compartido,compartido,52,8982
85,2,compartido,compartido,39,16820
86,3,compartido,compartido,41,24009
87,1,compartido,individual,5,14607
88,2,compartido,compartido,6,1002
89,2,compartido,compartido,31,2641
90,1,privado,individual,86,39765
91,1,privado,individual,84,48925
92,3,privado,individual,93,42894
93,3,compartido,compartido,81,46233
94,3,privado,individual,33,24692
95,0,compartido,compartido,10,19769
96,3,compartido,compartido,73,40291
97,1,compartido,individual,47,45107
98,2,compartido,compartido,15,24142
99,3,privado,individual,79,24429
100,1,compartido,compartido,97,26383
101,3,compartido,individual,41,27941
102,1,compartido,compartido,73,40974
103,3,compartido,compartido,52,28145
104,0,compartido,individual,43,40029
105,3,compartido,individual,70,7910
106,2,compartido,compartido,78,12000
107,0,privado,compartido,48,45927
108,0,compartido,individual,25,29724
109,3,privado,individual,31,42534
110,2,compartido,compartido,98,43843
111,2,compartido,individual,40,28132
112,2,privado,individual,17,44960
113,0,privado,individual,27,3560
114,3,privado,individual,51,2473
115,1,compartido,compartido,90,48895
116,2,compartido,compartido,89,48399
117,1,compartido,compartido,73,20071
118,2,compartido,compartido,50,40718
119,1,compartido,compartido,2,27515
120,0,privado,individual,83,49789
121,0,privado,compartido,21,15115
122,2,compartido,compartido,41,28710
123,2,privado,individual,42,15237
124,2,privado,individual,13,16432
125,3,privado,compartido,75,17748
126,1,compartido,individual,72,18801
127,2,compartido,compartido,60,44134
128,0,compartido,compartido,52,20683
129,1,compartido,individual,45,44606
130,3,privado,individual,10,28652
131,1,compartido,individual,26,15954
132,3,compartido,compartido,87,48774
133,1,privado,individual,73,45729
134,2,compartido,compartido,100,18447
135,0,privado,individual,4,28395
136,2,compartido,compartido,14,32579
137,3,privado,compartido,86,18398
138,2,privado,individual,23,36343
139,0,privado,individual,34,19465
140,0,privado,individual,52,24725
141,1,compartido,compartido,58,9866
142,3,privado,compartido,78,33024
143,1,compartido,compartido,58,43469
144,1,compartido,individual,92,29159
145,1,compartido,individual,68,36036
146,0,compartido,individual,13,45579
147,2,compartido,compartido,22,48242
148,1,compartido,compartido,89,8203
149,2,compartido,individual,41,6886
150,3,compartido,individual,34,42148
151,0,privado,compartido,21,34869
152,1,privado,compartido,91,29932
153,0,privado,individual,75,15941
154,3,privado,compartido,71,23021
155,2,compartido,individual,59,46725
156,3,privado,individual,91,14649
157,1,privado,individual,93,14357
158,1,compartido,individual,89,18162
159,0,privado,compartido,12,42838
160,0,compartido,individual,49,4597
161,0,compartido,individual,66,23765
162,3,privado,compartido,40,47052
163,1,compartido,compartido,50,37460
164,2,privado,individual,61,8393
165,3,compartido,individual,9,17975
166,2,compartido,compartido,3,49540
167,3,privado,compartido,25,34504
168,1,compartido,individual,41,49929
169,3,compartido,individual,61,31792
170,0,privado,individual,8,35249
171,1,compartido,compartido,66,4451
172,1,compartido,individual,13,30168
173,0,privado,individual,26,43908
174,0,privado,individual,96,45287
175,2,compartido,compartido,75,46313
176,1,compartido,individual,47,16786
177,3,privado,compartido,10,49799
178,0,privado,individual,70,30454
179,1,compartido,individual,21,17680
180,0,compartido,individual,66,44849
181,0,compartido,individual,29,25141
182,3,privado,individual,18,29289
183,1,compartido,individual,24,8374
184,2,compartido,individual,93,13623
185,3,compartido,compartido,45,1645
186,0,compartido,compartido,16,26628
187,1,compartido,compartido,34,44101
188,1,privado,individual,93,14232
189,3,compartido,individual,44,24090
190,1,privado,individual,98,49765
191,2,compartido,individual,67,36085
192,2,privado,individual,18,35033
193,1,privado,compartido,21,35118
194,2,privado,compartido,91,23417
195,2,privado,individual,51,42099
196,0,privado,individual,50,14580
197,0,privado,compartido,81,13692
198,0,compartido,individual,96,40688
199,3,privado,compartido,20,43754
200,2,privado,compartido,84,49364
201,0,compartido,compartido,74,39805
202,3,compartido,compartido,47,48054
203,0,privado,individual,39,10190
204,1,privado,compartido,5,852
205,3,compartido,compartido,75,24242
206,2,privado,compartido,88,30797
207,0,compartido,compartido,30,24328
208,3,privado,individual,2,39522
209,3,privado,compartido,36,30899
210,0,privado,compartido,98,46969
211,2,privado,individual,52,15666
212,2,privado,compartido,81,31102
213,3,privado,compartido,76,44613
214,0,privado,compartido,92,46899
215,3,compartido,compartido,95,6756
216,0,privado,individual,16,34966
217,1,privado,individual,89,20721
218,0,privado,compartido,80,23701
219,0,privado,compartido,73,48490
220,3,compartido,individual,5,1064
221,3,privado,compartido,64,21197
222,2,privado,individual,45,9215
223,3,compartido,compartido,58,31773
224,2,compartido,individual,79,26994
225,1,compartido,compartido,66,35443
226,1,compartido,individual,65,32860
227,3,privado,individual,74,10719
228,0,compartido,individual,79,32162
229,0,compartido,compartido,52,19434
230,1,compartido,individual,46,35857
231,2,privado,individual,81,49863
232,3,privado,individual,42,21180
233,2,compartido,compartido,90,49022
234,0,compartido,compartido,22,9729
235,1,compartido,compartido,37,13823
236,2,compartido,compartido,15,49833
237,3,privado,compartido,50,32743
238,0,compartido,individual,14,34924
239,2,compartido,compartido,42,28209
240,2,compartido,compartido,64,36860
241,1,compartido,individual,16,6798
242,3,compartido,individual,56,4793
243,2,privado,compartido,29,2188
244,0,privado,individual,54,39356
245,1,privado,individual,49,30668
246,0,privado,individual,64,30546
247,1,privado,individual,67,21994
248,3,privado,individual,63,47037
249,1,privado,individual,77,34184
250,2,compartido,compartido,88,44882
251,3,privado,individual,45,38240
252,2,compartido,individual,48,23875
253,1,privado,individual,41,28061
254,3,privado,compartido,63,42492
255,2,privado,individual,95,23188
256,1,privado,individual,90,49040
257,0,privado,compartido,13,30628
258,1,compartido,compartido,67,49655
259,0,compartido,compartido,42,1343
260,0,compartido,individual,6,42744
261,3,privado,compartido,42,43990
262,3,compartido,compartido,15,8687
263,2,privado,compartido,62,2067
264,3,compartido,compartido,23,20029
265,0,privado,compartido,96,27124
266,0,privado,compartido,14,1165
267,2,compartido,compartido,74,46255
268,3,compartido,compartido,80,28855
269,2,privado,compartido,60,14188
270,3,privado,individual,44,49835
271,3,privado,individual,43,8093
272,1,compartido,compartido,79,30974
273,3,compartido,individual,1,40312
274,1,compartido,individual,59,2007
275,3,privado,individual,15,6229
276,1,privado,individual,68,27029
277,1,privado,compartido,48,8562
278,0,privado,individual,10,47092
279,0,compartido,individual,21,40497
280,1,privado,individual,39,2979
281,3,compartido,compartido,30,24005
282,3,privado,individual,57,8934
283,2,compartido,compartido,39,40995
284,2,privado,compartido,25,15837
285,0,compartido,individual,91,6903
286,3,compartido,individual,18,17696
287,1,compartido,compartido,45,12340
288,3,compartido,individual,49,4918
289,0,compartido,compartido,92,40270
290,2,privado,compartido,2,37930
291,2,privado,compartido,24,14076
292,0,compartido,compartido,88,32854
293,2,privado,compartido,15,28928
294,0,compartido,compartido,64,11918
295,0,compartido,individual,93,12172
296,1,compartido,compartido,33,18174
297,2,compartido,individual,94,48302
298,2,compartido,individual,23,22449
299,3,privado,individual,4,16444
300,0,compartido,individual,57,28605
301,0,compartido,individual,28,21063
302,1,privado,individual,76,37344
303,0,privado,individual,17,25153
304,3,privado,compartido,96,42851
305,0,compartido,individual,66,11381
306,2,privado,individual,22,6428
307,1,privado,individual,86,44182
308,3,compartido,individual,57,25236
309,1,compartido,individual,38,30454
310,1,privado,individual,8,6288
311,2,privado,compartido,52,16124
312,3,compartido,individual,41,22520
313,1,compartido,individual,47,11202
314,3,compartido,individual,93,11954
315,2,compartido,compartido,5,21622
316,2,privado,individual,52,7961
317,3,compartido,compartido,74,10475
318,0,compartido,individual,6,16484
319,1,compartido,compartido,20,15828
320,0,compartido,individual,43,2231
321,1,compartido,compartido,17,19211
322,1,compartido,individual,29,33486
323,0,compartido,compartido,87,25945
324,3,compartido,compartido,4,38289
325,0,privado,compartido,6,44989
326,1,compartido,compartido,81,44704
327,1,compartido,compartido,11,7068
328,0,compartido,individual,23,1704
329,2,compartido,compartido,19,45884
330,0,privado,compartido,32,6141
331,1,privado,individual,87,2818
332,1,privado,individual,60,34303
333,3,privado,compartido,82,30364
334,1,compartido,individual,54,23898
335,3,compartido,individual,62,34771
336,1,compartido,compartido,36,21937
337,3,privado,individual,30,40727
338,3,compartido,compartido,19,30644
339,2,compartido,individual,8,22216
340,2,privado,compartido,53,20821
341,3,compartido,compartido,91,14015
342,1,privado,individual,72,46808
343,2,compartido,individual,41,12194
344,0,compartido,compartido,28,2263
345,3,compartido,compartido,82,744
346,3,privado,compartido,64,2763
347,3,compartido,individual,24,5983
348,3,compartido,compartido,96,41836
349,2,privado,compartido,75,21474
350,3,compartido,compartido,90,34805
351,3,compartido,compartido,84,34052
352,3,privado,compartido,39,7780
353,1,privado,individual,66,32156
354,2,compartido,compartido,77,4192
355,2,privado,compartido,7,16865
356,2,privado,individual,96,37780
357,0,privado,individual,99,1589
358,3,compartido,compartido,11,13455
359,2,privado,individual,41,18155
360,2,privado,individual,63,9722
361,1,privado,compartido,43,47255
362,1,privado,compartido,32,32882
363,1,privado,individual,9,1642
364,1,compartido,individual,16,5227
365,1,compartido,individual,42,43591
366,2,compartido,compartido,12,9940
367,3,privado,individual,85,26824
368,1,compartido,compartido,93,25854
369,0,compartido,compartido,25,40230
370,2,compartido,compartido,2,45320
371,2,compartido,individual,68,11147
372,3,compartido,compartido,99,46514
373,1,privado,compartido,57,39806
374,0,compartido,individual,35,44643
375,3,compartido,individual,57,29550
376,3,compartido,compartido,10,13680
377,0,compartido,compartido,73,34359
378,3,privado,compartido,15,48418
379,0,privado,individual,56,44742
380,3,privado,compartido,12,47815
381,0,compartido,compartido,36,6037
382,2,privado,compartido,90,42763
383,0,compartido,compartido,64,20956
384,2,compartido,individual,69,15866
385,2,privado,compartido,10,27326
386,1,privado,individual,92,4358
387,3,compartido,individual,75,43511
388,3,privado,compartido,70,35850
389,0,compartido,individual,28,3061
390,0,compartido,compartido,92,8184
391,2,compartido,individual,36,17753
392,2,compartido,individual,71,36627
393,1,privado,compartido,41,32780
394,2,compartido,individual,6,26169
395,2,privado,compartido,50,40408
396,2,compartido,compartido,69,1535
397,1,compartido,individual,14,11052
398,1,privado,individual,86,21641
399,2,privado,individual,59,34392
400,0,privado,individual,20,7936
401,0,privado,compartido,27,36343
402,0,compartido,individual,24,49844
403,3,compartido,compartido,78,3495
404,1,compartido,individual,66,47299
405,1,privado,compartido,35,40511
406,1,privado,individual,12,33834
407,1,compartido,individual,44,36252
408,0,privado,compartido,2,41934
409,2,privado,individual,25,8865
410,0,privado,individual,46,38035
411,1,compartido,individual,56,18932
412,0,compartido,compartido,33,27814
413,0,compartido,individual,95,37371
414,0,privado,individual,76,16485
415,2,privado,compartido,1,38917
416,2,privado,individual,53,46254
417,0,privado,individual,38,29268
418,2,compartido,compartido,25,14699
419,2,privado,individual,81,41828
420,3,privado,compartido,80,47874
421,0,compartido,individual,37,32226
422,2,privado,individual,3,5640
423,2,privado,compartido,33,46650
424,2,compartido,individual,90,39189
425,1,compartido,compartido,32,8114
426,0,compartido,individual,51,21054
427,2,compartido,compartido,10,48117
428,0,privado,individual,79,33212
429,2,privado,individual,7,43846
430,3,privado,individual,28,45798
431,1,privado,individual,61,42056
432,0,compartido,individual,59,25641
433,0,compartido,compartido,31,14324
434,3,compartido,individual,59,10891
435,0,compartido,compartido,87,35700
436,0,compartido,individual,19,9535
437,1,compartido,compartido,59,19151
438,2,compartido,individual,78,30880
439,2,compartido,individual,34,29600
440,1,privado,individual,36,17201
441,0,privado,compartido,44,3116
442,3,privado,compartido,47,29761
443,1,privado,individual,84,40661
444,0,compartido,compartido,27,3650
445,3,compartido,compartido,47,17082
446,2,compartido,individual,18,6882
447,3,compartido,individual,8,10560
448,3,compartido,compartido,49,48006
449,0,compartido,individual,24,38528
450,2,compartido,individual,96,29665
451,2,compartido,individual,23,43871
452,0,compartido,individual,72,43440
453,0,compartido,individual,98,49443
454,2,compartido,individual,47,14883
455,3,privado,individual,36,12510
456,2,compartido,compartido,3,41751
457,0,compartido,compartido,1,40442
458,1,compartido,compartido,64,33269
459,1,privado,individual,42,39121
460,1,compartido,individual,56,30385
461,0,privado,individual,58,33086
462,3,privado,compartido,71,34508
463,0,compartido,compartido,28,7565
464,2,privado,compartido,11,25053
465,3,privado,individual,74,8428
466,2,privado,compartido,53,22304
467,1,compartido,compartido,60,27589
468,1,privado,individual,36,19539
469,2,privado,compartido,31,24138
470,0,privado,individual,47,23833
471,3,privado,compartido,41,43908
472,3,privado,compartido,24,5825
473,0,privado,individual,35,12991
474,2,compartido,individual,32,43909
475,2,privado,individual,67,19414
476,2,compartido,individual,17,2991
477,2,privado,compartido,83,2979
478,1,privado,individual,35,18327
479,0,compartido,individual,36,28985
480,3,compartido,compartido,61,43261
481,1,privado,compartido,57,10511
482,2,privado,individual,52,9928
483,3,compartido,individual,44,37157
484,2,privado,individual,84,37293
485,1,privado,compartido,32,28703
486,0,privado,compartido,47,5143
487,0,privado,individual,63,7469
488,0,compartido,compartido,21,49997
489,3,compartido,compartido,61,32353
490,3,privado,individual,82,27366
491,1,privado,compartido,19,42613
492,2,privado,individual,30,31191
493,2,compartido,compartido,30,8807
494,2,compartido,individual,5,24817
495,1,compartido,individual,77,13288
496,1,compartido,compartido,72,13186
497,3,compartido,individual,67,33983
498,3,privado,compartido,96,27174
499,1,compartido,compartido,96,40445
500,2,compartido,compartido,38,39086
501,1,compartido,individual,87,33622
502,1,compartido,compartido,50,40847
503,3,privado,individual,50,21506
504,1,compartido,compartido,82,31177
505,0,compartido,individual,92,5174
506,1,privado,individual,80,8181
507,2,privado,compartido,69,17465
508,1,compartido,individual,83,43129
509,2,privado,individual,100,18514
510,1,privado,individual,63,4544
511,2,privado,individual,69,42832
512,0,compartido,individual,50,14067
513,3,compartido,compartido,6,11380
514,0,compartido,compartido,2,48100
515,2,privado,individual,41,13685
516,1,privado,compartido,60,15399
517,3,compartido,individual,42,36710
518,3,privado,compartido,3,8909
519,3,compartido,individual,55,31194
520,0,compartido,individual,97,49644
521,3,privado,individual,37,12265
522,2,compartido,individual,2,48733
523,2,privado,individual,54,28483
524,0,privado,individual,49,29138
525,3,privado,individual,77,49433
526,2,compartido,compartido,15,28172
527,1,privado,compartido,94,24034
528,2,privado,compartido,27,29551
529,2,privado,compartido,63,21572
530,0,compartido,individual,9,46011
531,1,privado,compartido,55,11251
532,1,privado,compartido,63,11505
533,3,privado,individual,43,5538
534,3,privado,individual,64,525
535,1,privado,compartido,42,2964
536,2,privado,compartido,4,3108
537,2,compartido,compartido,51,15625
538,2,privado,compartido,16,33494
539,1,privado,individual,73,38394
540,1,compartido,compartido,58,10476
541,1,privado,individual,45,47812
542,1,compartido,compartido,14,48315
543,0,compartido,compartido,51,14624
544,3,compartido,individual,68,47391
545,2,compartido,individual,17,30101
546,0,compartido,individual,88,46902
547,0,privado,compartido,25,40105
548,1,compartido,individual,79,36602
549,3,privado,individual,67,22213
550,1,compartido,compartido,32,397
551,2,privado,compartido,86,8370
552,2,privado,compartido,44,25377
553,1,compartido,individual,46,25328
554,2,privado,individual,53,26322
555,3,compartido,individual,97,15006
556,2,compartido,compartido,59,8707
557,1,compartido,compartido,5,28907
558,0,compartido,compartido,40,25997
559,2,compartido,individual,70,27243
560,0,compartido,compartido,54,48729
561,1,privado,individual,43,7859
562,3,privado,compartido,31,32240
563,2,compartido,individual,87,13681
564,0,privado,compartido,40,15063
565,2,privado,compartido,13,43736
566,3,privado,individual,93,27983
567,3,privado,individual,40,39516
568,3,compartido,individual,1,785
569,2,compartido,compartido,99,39956
570,2,privado,individual,49,25797
571,1,compartido,compartido,42,5780
572,1,compartido,individual,63,2919
573,1,privado,individual,84,42481
574,1,compartido,compartido,73,72
575,2,compartido,compartido,89,17952
576,0,privado,individual,13,8944
577,0,compartido,compartido,70,35506
578,0,compartido,compartido,8,20050
579,0,compartido,individual,18,45949
580,0,compartido,individual,35,39462
581,0,privado,compartido,72,37617
582,2,compartido,compartido,17,430
583,0,privado,compartido,39,1680
584,3,privado,compartido,9,27253
585,2,compartido,individual,54,24598
586,3,compartido,individual,72,43129
587,2,privado,individual,46,25940
588,0,compartido,individual,30,28850
589,3,compartido,compartido,32,25033
590,3,compartido,individual,26,24848
591,1,compartido,compartido,97,44482
592,3,privado,compartido,75,39692
593,1,compartido,individual,40,40126
594,0,compartido,compartido,91,23120
595,3,privado,individual,79,41560
596,3,compartido,compartido,61,26981
597,0,compartido,compartido,86,16172
598,1,compartido,individual,32,15989
599,0,privado,compartido,3,38380
600,0,privado,individual,68,4933
601,3,privado,individual,9,9902
602,3,privado,individual,65,41136
603,3,compartido,individual,22,23414
604,1,privado,compartido,65,21422
605,2,privado,individual,30,8875
606,0,privado,compartido,32,6025
607,2,compartido,compartido,92,33255
608,3,privado,individual,28,13056
609,0,compartido,compartido,91,42311
610,1,compartido,individual,18,22308
611,2,compartido,compartido,61,1594
612,1,compartido,compartido,26,49835
613,3,compartido,compartido,29,8025
